Total Nacional;Comunidades y Ciudades Autónomas;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
Total Nacional;02 Aragón;0-15 años;Extranjeros;Mujeres;2019;12.436
Total Nacional;02 Aragón;0-15 años;% Extranjeros;Ambos sexos;2021;14,22
Total Nacional;02 Aragón;0-15 años;% Extranjeros;Ambos sexos;2020;13,98
Total Nacional;02 Aragón;0-15 años;% Extranjeros;Ambos sexos;2019;13,05
Total Nacional;02 Aragón;0-15 años;% Extranjeros;Hombres;2021;14,29
Total Nacional;02 Aragón;0-15 años;% Extranjeros;Hombres;2020;14,08
Total Nacional;02 Aragón;0-15 años;% Extranjeros;Hombres;2019;13,12
Total Nacional;02 Aragón;0-15 años;% Extranjeros;Mujeres;2021;14,15
Total Nacional;02 Aragón;0-15 años;% Extranjeros;Mujeres;2020;13,88
Total Nacional;02 Aragón;0-15 años;% Extranjeros;Mujeres;2019;12,97
Total Nacional;02 Aragón;16-64 años;TOTAL;Ambos sexos;2021;842.720
Total Nacional;02 Aragón;16-64 años;TOTAL;Ambos sexos;2020;844.102
Total Nacional;02 Aragón;16-64 años;TOTAL;Ambos sexos;2019;836.551
Total Nacional;02 Aragón;16-64 años;TOTAL;Hombres;2021;429.132
Total Nacional;02 Aragón;16-64 años;TOTAL;Hombres;2020;429.381
Total Nacional;02 Aragón;16-64 años;TOTAL;Hombres;2019;425.183
Total Nacional;02 Aragón;16-64 años;TOTAL;Mujeres;2021;413.588
Total Nacional;02 Aragón;16-64 años;TOTAL;Mujeres;2020;414.721
Total Nacional;02 Aragón;16-64 años;TOTAL;Mujeres;2019;411.368
Total Nacional;02 Aragón;16-64 años;Españoles;Ambos sexos;2021;713.059
Total Nacional;02 Aragón;16-64 años;Españoles;Ambos sexos;2020;714.297
Total Nacional;02 Aragón;16-64 años;Españoles;Ambos sexos;2019;717.021
Total Nacional;02 Aragón;16-64 años;Españoles;Hombres;2021;362.678
Total Nacional;02 Aragón;16-64 años;Españoles;Hombres;2020;363.457
Total Nacional;02 Aragón;16-64 años;Españoles;Hombres;2019;364.835
Total Nacional;02 Aragón;16-64 años;Españoles;Mujeres;2021;350.381
Total Nacional;02 Aragón;16-64 años;Españoles;Mujeres;2020;350.840
Total Nacional;02 Aragón;16-64 años;Españoles;Mujeres;2019;352.186
Total Nacional;02 Aragón;16-64 años;Extranjeros;Ambos sexos;2021;129.661
Total Nacional;02 Aragón;16-64 años;Extranjeros;Ambos sexos;2020;129.805
Total Nacional;02 Aragón;16-64 años;Extranjeros;Ambos sexos;2019;119.530
Total Nacional;02 Aragón;16-64 años;Extranjeros;Hombres;2021;66.454
Total Nacional;02 Aragón;16-64 años;Extranjeros;Hombres;2020;65.924
Total Nacional;02 Aragón;16-64 años;Extranjeros;Hombres;2019;60.348
Total Nacional;02 Aragón;16-64 años;Extranjeros;Mujeres;2021;63.207
Total Nacional;02 Aragón;16-64 años;Extranjeros;Mujeres;2020;63.881
Total Nacional;02 Aragón;16-64 años;Extranjeros;Mujeres;2019;59.182
Total Nacional;02 Aragón;16-64 años;% Extranjeros;Ambos sexos;2021;15,39
Total Nacional;02 Aragón;16-64 años;% Extranjeros;Ambos sexos;2020;15,38
Total Nacional;02 Aragón;16-64 años;% Extranjeros;Ambos sexos;2019;14,29
Total Nacional;02 Aragón;16-64 años;% Extranjeros;Hombres;2021;15,49
Total Nacional;02 Aragón;16-64 años;% Extranjeros;Hombres;2020;15,35
Total Nacional;02 Aragón;16-64 años;% Extranjeros;Hombres;2019;14,19
Total Nacional;02 Aragón;16-64 años;% Extranjeros;Mujeres;2021;15,28
Total Nacional;02 Aragón;16-64 años;% Extranjeros;Mujeres;2020;15,40
Total Nacional;02 Aragón;16-64 años;% Extranjeros;Mujeres;2019;14,39
Total Nacional;02 Aragón;65 y más;TOTAL;Ambos sexos;2021;289.603
Total Nacional;02 Aragón;65 y más;TOTAL;Ambos sexos;2020;288.662
Total Nacional;02 Aragón;65 y más;TOTAL;Ambos sexos;2019;285.600
Total Nacional;02 Aragón;65 y más;TOTAL;Hombres;2021;126.374
Total Nacional;02 Aragón;65 y más;TOTAL;Hombres;2020;125.602
Total Nacional;02 Aragón;65 y más;TOTAL;Hombres;2019;124.235
Total Nacional;02 Aragón;65 y más;TOTAL;Mujeres;2021;163.229
Total Nacional;02 Aragón;65 y más;TOTAL;Mujeres;2020;163.060
Total Nacional;02 Aragón;65 y más;TOTAL;Mujeres;2019;161.365
Total Nacional;02 Aragón;65 y más;Españoles;Ambos sexos;2021;284.500
Total Nacional;02 Aragón;65 y más;Españoles;Ambos sexos;2020;283.909
Total Nacional;02 Aragón;65 y más;Españoles;Ambos sexos;2019;281.559
Total Nacional;02 Aragón;65 y más;Españoles;Hombres;2021;124.250
Total Nacional;02 Aragón;65 y más;Españoles;Hombres;2020;123.655
Total Nacional;02 Aragón;65 y más;Españoles;Hombres;2019;122.580
Total Nacional;02 Aragón;65 y más;Españoles;Mujeres;2021;160.250
Total Nacional;02 Aragón;65 y más;Españoles;Mujeres;2020;160.254
Total Nacional;02 Aragón;65 y más;Españoles;Mujeres;2019;158.979
Total Nacional;02 Aragón;65 y más;Extranjeros;Ambos sexos;2021;5.103
Total Nacional;02 Aragón;65 y más;Extranjeros;Ambos sexos;2020;4.753
Total Nacional;02 Aragón;65 y más;Extranjeros;Ambos sexos;2019;4.041
Total Nacional;02 Aragón;65 y más;Extranjeros;Hombres;2021;2.124
Total Nacional;02 Aragón;65 y más;Extranjeros;Hombres;2020;1.947
Total Nacional;02 Aragón;65 y más;Extranjeros;Hombres;2019;1.655
Total Nacional;02 Aragón;65 y más;Extranjeros;Mujeres;2021;2.979
Total Nacional;02 Aragón;65 y más;Extranjeros;Mujeres;2020;2.806
Total Nacional;02 Aragón;65 y más;Extranjeros;Mujeres;2019;2.386
Total Nacional;02 Aragón;65 y más;% Extranjeros;Ambos sexos;2021;1,76
Total Nacional;02 Aragón;65 y más;% Extranjeros;Ambos sexos;2020;1,65
Total Nacional;02 Aragón;65 y más;% Extranjeros;Ambos sexos;2019;1,41
Total Nacional;02 Aragón;65 y más;% Extranjeros;Hombres;2021;1,68
Total Nacional;02 Aragón;65 y más;% Extranjeros;Hombres;2020;1,55
Total Nacional;02 Aragón;65 y más;% Extranjeros;Hombres;2019;1,33
Total Nacional;02 Aragón;65 y más;% Extranjeros;Mujeres;2021;1,83
Total Nacional;02 Aragón;65 y más;% Extranjeros;Mujeres;2020;1,72
Total Nacional;02 Aragón;65 y más;% Extranjeros;Mujeres;2019;1,48
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;TOTAL;Ambos sexos;2021;1.011.792
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.018.784
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;TOTAL;Ambos sexos;2019;1.022.800
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;TOTAL;Hombres;2021;482.665
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;TOTAL;Hombres;2020;486.066
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;TOTAL;Hombres;2019;488.137
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;TOTAL;Mujeres;2021;529.127
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;TOTAL;Mujeres;2020;532.718
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;TOTAL;Mujeres;2019;534.663
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;Españoles;Ambos sexos;2021;966.347
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;Españoles;Ambos sexos;2020;973.463
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;Españoles;Ambos sexos;2019;981.174
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;Españoles;Hombres;2021;461.659
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;Españoles;Hombres;2020;465.019
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;Españoles;Hombres;2019;468.801
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;Españoles;Mujeres;2021;504.688
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;Españoles;Mujeres;2020;508.444
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;Españoles;Mujeres;2019;512.373
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;Extranjeros;Ambos sexos;2021;45.445
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;Extranjeros;Ambos sexos;2020;45.321
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;Extranjeros;Ambos sexos;2019;41.626
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;Extranjeros;Hombres;2021;21.006
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;Extranjeros;Hombres;2020;21.047
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;Extranjeros;Hombres;2019;19.336
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;Extranjeros;Mujeres;2021;24.439
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;Extranjeros;Mujeres;2020;24.274
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;Extranjeros;Mujeres;2019;22.290
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;4,49
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;4,45
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;4,07
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;% Extranjeros;Hombres;2021;4,35
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;% Extranjeros;Hombres;2020;4,33
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;% Extranjeros;Hombres;2019;3,96
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;% Extranjeros;Mujeres;2021;4,62
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;% Extranjeros;Mujeres;2020;4,56
Total Nacional;03 Asturias, Principado de;TOTAL EDADES;% Extranjeros;Mujeres;2019;4,17
Total Nacional;03 Asturias, Principado de;0-15 años;TOTAL;Ambos sexos;2021;115.112
Total Nacional;03 Asturias, Principado de;0-15 años;TOTAL;Ambos sexos;2020;117.575
Total Nacional;03 Asturias, Principado de;0-15 años;TOTAL;Ambos sexos;2019;119.337
Total Nacional;03 Asturias, Principado de;0-15 años;TOTAL;Hombres;2021;59.187
Total Nacional;03 Asturias, Principado de;0-15 años;TOTAL;Hombres;2020;60.456
Total Nacional;03 Asturias, Principado de;0-15 años;TOTAL;Hombres;2019;61.311
Total Nacional;03 Asturias, Principado de;0-15 años;TOTAL;Mujeres;2021;55.925
Total Nacional;03 Asturias, Principado de;0-15 años;TOTAL;Mujeres;2020;57.119
Total Nacional;03 Asturias, Principado de;0-15 años;TOTAL;Mujeres;2019;58.026
Total Nacional;03 Asturias, Principado de;0-15 años;Españoles;Ambos sexos;2021;109.099
Total Nacional;03 Asturias, Principado de;0-15 años;Españoles;Ambos sexos;2020;111.475
Total Nacional;03 Asturias, Principado de;0-15 años;Españoles;Ambos sexos;2019;113.729
Total Nacional;03 Asturias, Principado de;0-15 años;Españoles;Hombres;2021;56.108
Total Nacional;03 Asturias, Principado de;0-15 años;Españoles;Hombres;2020;57.298
Total Nacional;03 Asturias, Principado de;0-15 años;Españoles;Hombres;2019;58.440
Total Nacional;03 Asturias, Principado de;0-15 años;Españoles;Mujeres;2021;52.991
Total Nacional;03 Asturias, Principado de;0-15 años;Españoles;Mujeres;2020;54.177
Total Nacional;03 Asturias, Principado de;0-15 años;Españoles;Mujeres;2019;55.289
Total Nacional;03 Asturias, Principado de;0-15 años;Extranjeros;Ambos sexos;2021;6.013
Total Nacional;03 Asturias, Principado de;0-15 años;Extranjeros;Ambos sexos;2020;6.100
Total Nacional;03 Asturias, Principado de;0-15 años;Extranjeros;Ambos sexos;2019;5.608
Total Nacional;03 Asturias, Principado de;0-15 años;Extranjeros;Hombres;2021;3.079
Total Nacional;03 Asturias, Principado de;0-15 años;Extranjeros;Hombres;2020;3.158
Total Nacional;03 Asturias, Principado de;0-15 años;Extranjeros;Hombres;2019;2.871
Total Nacional;03 Asturias, Principado de;0-15 años;Extranjeros;Mujeres;2021;2.934
Total Nacional;03 Asturias, Principado de;0-15 años;Extranjeros;Mujeres;2020;2.942
Total Nacional;03 Asturias, Principado de;0-15 años;Extranjeros;Mujeres;2019;2.737
Total Nacional;03 Asturias, Principado de;0-15 años;% Extranjeros;Ambos sexos;2021;5,22
Total Nacional;03 Asturias, Principado de;0-15 años;% Extranjeros;Ambos sexos;2020;5,19
Total Nacional;03 Asturias, Principado de;0-15 años;% Extranjeros;Ambos sexos;2019;4,70
Total Nacional;03 Asturias, Principado de;0-15 años;% Extranjeros;Hombres;2021;5,20
Total Nacional;03 Asturias, Principado de;0-15 años;% Extranjeros;Hombres;2020;5,22
Total Nacional;03 Asturias, Principado de;0-15 años;% Extranjeros;Hombres;2019;4,68
Total Nacional;03 Asturias, Principado de;0-15 años;% Extranjeros;Mujeres;2021;5,25
Total Nacional;03 Asturias, Principado de;0-15 años;% Extranjeros;Mujeres;2020;5,15
Total Nacional;03 Asturias, Principado de;0-15 años;% Extranjeros;Mujeres;2019;4,72
Total Nacional;03 Asturias, Principado de;16-64 años;TOTAL;Ambos sexos;2021;627.841
Total Nacional;03 Asturias, Principado de;16-64 años;TOTAL;Ambos sexos;2020;634.642
Total Nacional;03 Asturias, Principado de;16-64 años;TOTAL;Ambos sexos;2019;640.470
Total Nacional;03 Asturias, Principado de;16-64 años;TOTAL;Hombres;2021;310.853
Total Nacional;03 Asturias, Principado de;16-64 años;TOTAL;Hombres;2020;314.148
Total Nacional;03 Asturias, Principado de;16-64 años;TOTAL;Hombres;2019;317.155
Total Nacional;03 Asturias, Principado de;16-64 años;TOTAL;Mujeres;2021;316.988
Total Nacional;03 Asturias, Principado de;16-64 años;TOTAL;Mujeres;2020;320.494
Total Nacional;03 Asturias, Principado de;16-64 años;TOTAL;Mujeres;2019;323.315
Total Nacional;03 Asturias, Principado de;16-64 años;Españoles;Ambos sexos;2021;590.890
Total Nacional;03 Asturias, Principado de;16-64 años;Españoles;Ambos sexos;2020;597.761
Total Nacional;03 Asturias, Principado de;16-64 años;Españoles;Ambos sexos;2019;606.460
Total Nacional;03 Asturias, Principado de;16-64 años;Españoles;Hombres;2021;293.967
Total Nacional;03 Asturias, Principado de;16-64 años;Españoles;Hombres;2020;297.245
Total Nacional;03 Asturias, Principado de;16-64 años;Españoles;Hombres;2019;301.546
Total Nacional;03 Asturias, Principado de;16-64 años;Españoles;Mujeres;2021;296.923
Total Nacional;03 Asturias, Principado de;16-64 años;Españoles;Mujeres;2020;300.516
Total Nacional;03 Asturias, Principado de;16-64 años;Españoles;Mujeres;2019;304.914
Total Nacional;03 Asturias, Principado de;16-64 años;Extranjeros;Ambos sexos;2021;36.951
Total Nacional;03 Asturias, Principado de;16-64 años;Extranjeros;Ambos sexos;2020;36.881
Total Nacional;03 Asturias, Principado de;16-64 años;Extranjeros;Ambos sexos;2019;34.010
Total Nacional;03 Asturias, Principado de;16-64 años;Extranjeros;Hombres;2021;16.886
Total Nacional;03 Asturias, Principado de;16-64 años;Extranjeros;Hombres;2020;16.903
Total Nacional;03 Asturias, Principado de;16-64 años;Extranjeros;Hombres;2019;15.609
Total Nacional;03 Asturias, Principado de;16-64 años;Extranjeros;Mujeres;2021;20.065
Total Nacional;03 Asturias, Principado de;16-64 años;Extranjeros;Mujeres;2020;19.978
Total Nacional;03 Asturias, Principado de;16-64 años;Extranjeros;Mujeres;2019;18.401
Total Nacional;03 Asturias, Principado de;16-64 años;% Extranjeros;Ambos sexos;2021;5,89
Total Nacional;03 Asturias, Principado de;16-64 años;% Extranjeros;Ambos sexos;2020;5,81
Total Nacional;03 Asturias, Principado de;16-64 años;% Extranjeros;Ambos sexos;2019;5,31
Total Nacional;03 Asturias, Principado de;16-64 años;% Extranjeros;Hombres;2021;5,43
Total Nacional;03 Asturias, Principado de;16-64 años;% Extranjeros;Hombres;2020;5,38
Total Nacional;03 Asturias, Principado de;16-64 años;% Extranjeros;Hombres;2019;4,92
Total Nacional;03 Asturias, Principado de;16-64 años;% Extranjeros;Mujeres;2021;6,33
Total Nacional;03 Asturias, Principado de;16-64 años;% Extranjeros;Mujeres;2020;6,23
Total Nacional;03 Asturias, Principado de;16-64 años;% Extranjeros;Mujeres;2019;5,69
Total Nacional;03 Asturias, Principado de;65 y más;TOTAL;Ambos sexos;2021;268.839
Total Nacional;03 Asturias, Principado de;65 y más;TOTAL;Ambos sexos;2020;266.567
Total Nacional;03 Asturias, Principado de;65 y más;TOTAL;Ambos sexos;2019;262.993
Total Nacional;03 Asturias, Principado de;65 y más;TOTAL;Hombres;2021;112.625
Total Nacional;03 Asturias, Principado de;65 y más;TOTAL;Hombres;2020;111.462
Total Nacional;03 Asturias, Principado de;65 y más;TOTAL;Hombres;2019;109.671
Total Nacional;03 Asturias, Principado de;65 y más;TOTAL;Mujeres;2021;156.214
Total Nacional;03 Asturias, Principado de;65 y más;TOTAL;Mujeres;2020;155.105
Total Nacional;03 Asturias, Principado de;65 y más;TOTAL;Mujeres;2019;153.322
Total Nacional;03 Asturias, Principado de;65 y más;Españoles;Ambos sexos;2021;266.358
Total Nacional;03 Asturias, Principado de;65 y más;Españoles;Ambos sexos;2020;264.227
Total Nacional;03 Asturias, Principado de;65 y más;Españoles;Ambos sexos;2019;260.985
Total Nacional;03 Asturias, Principado de;65 y más;Españoles;Hombres;2021;111.584
Total Nacional;03 Asturias, Principado de;65 y más;Españoles;Hombres;2020;110.476
Total Nacional;03 Asturias, Principado de;65 y más;Españoles;Hombres;2019;108.815
Total Nacional;03 Asturias, Principado de;65 y más;Españoles;Mujeres;2021;154.774
Total Nacional;03 Asturias, Principado de;65 y más;Españoles;Mujeres;2020;153.751
Total Nacional;03 Asturias, Principado de;65 y más;Españoles;Mujeres;2019;152.170
Total Nacional;03 Asturias, Principado de;65 y más;Extranjeros;Ambos sexos;2021;2.481
Total Nacional;03 Asturias, Principado de;65 y más;Extranjeros;Ambos sexos;2020;2.340
Total Nacional;03 Asturias, Principado de;65 y más;Extranjeros;Ambos sexos;2019;2.008
Total Nacional;03 Asturias, Principado de;65 y más;Extranjeros;Hombres;2021;1.041
Total Nacional;03 Asturias, Principado de;65 y más;Extranjeros;Hombres;2020;986
Total Nacional;03 Asturias, Principado de;65 y más;Extranjeros;Hombres;2019;856
Total Nacional;03 Asturias, Principado de;65 y más;Extranjeros;Mujeres;2021;1.440
Total Nacional;03 Asturias, Principado de;65 y más;Extranjeros;Mujeres;2020;1.354
Total Nacional;03 Asturias, Principado de;65 y más;Extranjeros;Mujeres;2019;1.152
Total Nacional;03 Asturias, Principado de;65 y más;% Extranjeros;Ambos sexos;2021;0,92
Total Nacional;03 Asturias, Principado de;65 y más;% Extranjeros;Ambos sexos;2020;0,88
Total Nacional;03 Asturias, Principado de;65 y más;% Extranjeros;Ambos sexos;2019;0,76
Total Nacional;03 Asturias, Principado de;65 y más;% Extranjeros;Hombres;2021;0,92
Total Nacional;03 Asturias, Principado de;65 y más;% Extranjeros;Hombres;2020;0,88
Total Nacional;03 Asturias, Principado de;65 y más;% Extranjeros;Hombres;2019;0,78
Total Nacional;03 Asturias, Principado de;65 y más;% Extranjeros;Mujeres;2021;0,92
Total Nacional;03 Asturias, Principado de;65 y más;% Extranjeros;Mujeres;2020;0,87
Total Nacional;03 Asturias, Principado de;65 y más;% Extranjeros;Mujeres;2019;0,75
Total Nacional;04 Balears, Illes;TOTAL EDADES;TOTAL;Ambos sexos;2021;1.173.008
Total Nacional;04 Balears, Illes;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.171.543
Total Nacional;04 Balears, Illes;TOTAL EDADES;TOTAL;Ambos sexos;2019;1.149.460
Total Nacional;04 Balears, Illes;TOTAL EDADES;TOTAL;Hombres;2021;584.853
Total Nacional;04 Balears, Illes;TOTAL EDADES;TOTAL;Hombres;2020;584.298
Total Nacional;04 Balears, Illes;TOTAL EDADES;TOTAL;Hombres;2019;572.757
Total Nacional;04 Balears, Illes;TOTAL EDADES;TOTAL;Mujeres;2021;588.155
Total Nacional;04 Balears, Illes;TOTAL EDADES;TOTAL;Mujeres;2020;587.245
Total Nacional;04 Balears, Illes;TOTAL EDADES;TOTAL;Mujeres;2019;576.703
Total Nacional;04 Balears, Illes;TOTAL EDADES;Españoles;Ambos sexos;2021;952.711
Total Nacional;04 Balears, Illes;TOTAL EDADES;Españoles;Ambos sexos;2020;951.508
Total Nacional;04 Balears, Illes;TOTAL EDADES;Españoles;Ambos sexos;2019;944.473
Total Nacional;04 Balears, Illes;TOTAL EDADES;Españoles;Hombres;2021;473.475
Total Nacional;04 Balears, Illes;TOTAL EDADES;Españoles;Hombres;2020;473.118
Total Nacional;04 Balears, Illes;TOTAL EDADES;Españoles;Hombres;2019;469.551
Total Nacional;04 Balears, Illes;TOTAL EDADES;Españoles;Mujeres;2021;479.236
Total Nacional;04 Balears, Illes;TOTAL EDADES;Españoles;Mujeres;2020;478.390
Total Nacional;04 Balears, Illes;TOTAL EDADES;Españoles;Mujeres;2019;474.922
Total Nacional;04 Balears, Illes;TOTAL EDADES;Extranjeros;Ambos sexos;2021;220.297
Total Nacional;04 Balears, Illes;TOTAL EDADES;Extranjeros;Ambos sexos;2020;220.035
Total Nacional;04 Balears, Illes;TOTAL EDADES;Extranjeros;Ambos sexos;2019;204.987
Total Nacional;04 Balears, Illes;TOTAL EDADES;Extranjeros;Hombres;2021;111.378
Total Nacional;04 Balears, Illes;TOTAL EDADES;Extranjeros;Hombres;2020;111.180
Total Nacional;04 Balears, Illes;TOTAL EDADES;Extranjeros;Hombres;2019;103.206
Total Nacional;04 Balears, Illes;TOTAL EDADES;Extranjeros;Mujeres;2021;108.919
Total Nacional;04 Balears, Illes;TOTAL EDADES;Extranjeros;Mujeres;2020;108.855
Total Nacional;04 Balears, Illes;TOTAL EDADES;Extranjeros;Mujeres;2019;101.781
Total Nacional;04 Balears, Illes;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;18,78
Total Nacional;04 Balears, Illes;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;18,78
Total Nacional;04 Balears, Illes;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;17,83
Total Nacional;04 Balears, Illes;TOTAL EDADES;% Extranjeros;Hombres;2021;19,04
Total Nacional;04 Balears, Illes;TOTAL EDADES;% Extranjeros;Hombres;2020;19,03
Total Nacional;04 Balears, Illes;TOTAL EDADES;% Extranjeros;Hombres;2019;18,02
Total Nacional;04 Balears, Illes;TOTAL EDADES;% Extranjeros;Mujeres;2021;18,52
Total Nacional;04 Balears, Illes;TOTAL EDADES;% Extranjeros;Mujeres;2020;18,54
Total Nacional;04 Balears, Illes;TOTAL EDADES;% Extranjeros;Mujeres;2019;17,65
Total Nacional;04 Balears, Illes;0-15 años;TOTAL;Ambos sexos;2021;183.014
Total Nacional;04 Balears, Illes;0-15 años;TOTAL;Ambos sexos;2020;185.264
Total Nacional;04 Balears, Illes;0-15 años;TOTAL;Ambos sexos;2019;185.023
Total Nacional;04 Balears, Illes;0-15 años;TOTAL;Hombres;2021;94.029
